Gene,log2FoldChange,pvalue,adj_pvalue
ABHD2,-1.0468013275205195,3.2787094343582204e-22,3.727397975108177e-21
GABRE,2.1489635520992882,3.324701675921095e-22,3.7746446360624164e-21
AMZ1,-1.5683452338871224,3.471840372263687e-22,3.9364475059687476e-21
TMEM74,1.7780179961509754,3.478184482171613e-22,3.941016748594981e-21
SBSN,3.251088857468284,3.487126933187878e-22,3.9485220526721786e-21
KIAA1257,-1.6006023604728794,3.822828089039478e-22,4.317159307449755e-21
GPC2,1.898820914339578,3.9315804708073365e-22,4.437032168180844e-21
SGOL1,1.1798969600565572,4.0655051886064986e-22,4.579070989548192e-21
RBM24,-2.28062627155257,4.187433510757775e-22,4.710171247569677e-21
KERA,-1.76554735085032,4.496386742282295e-22,5.041044517515963e-21
RAPGEF3,-1.2060056517811546,4.717794886321212e-22,5.2788467092017246e-21
SRMS,-2.2782016535092886,4.717505302819307e-22,5.2788467092017246e-21
CST2,-2.121133443305448,4.818715433114929e-22,5.38822874759995e-21
TNFSF12-TNFSF13,1.6357659479203495,5.061811321534658e-22,5.6452289984109514e-21
TMEM171,1.8335711087545656,5.092734825398358e-22,5.6759996123386145e-21
SALL2,-1.5310605671419033,5.137141075748619e-22,5.7217470582079126e-21
SCRG1,3.693226562193158,5.192378566627741e-22,5.779490652919636e-21
FAM154B,-1.4969583205687127,5.3145682122616715e-22,5.911632701163702e-21
COL9A3,3.0394756058285237,5.329322861205599e-22,5.9241754782200616e-21
CEACAM6,-3.571237857900316,5.472979414552258e-22,6.075934773782591e-21
TTC16,-1.264659015749578,5.862628233984771e-22,6.504270933209162e-21
ST8SIA6,-2.373370900593065,6.189396074154772e-22,6.85340800668763e-21
RAB17,-1.5562748674443254,6.331299397913696e-22,7.005979775599106e-21
CBS,2.123817155649821,6.416812877302701e-22,7.091390220666127e-21
NCCRP1,2.7887850320097414,6.6326701486441915e-22,7.32518629256878e-21
PIH1D2,-1.041056062212796,6.687708721214314e-22,7.381184674159415e-21
C2orf50,-1.2458360119398297,6.957185492534536e-22,7.668664656172371e-21
PTTG1,1.147132170770984,7.083522942404891e-22,7.796152634277439e-21
PRAME,3.8731797337103826,7.458227421317468e-22,8.189143325921114e-21
SNED1,-1.2526605828522044,7.514243765153381e-22,8.245333203644464e-21
KIF18A,1.0404779466635237,7.850884766861754e-22,8.609180140351299e-21
MALL,1.6410252150347606,8.043235230688323e-22,8.808765014702388e-21
RAET1L,2.2865862731236004,8.3040012347426025e-22,9.088505207433581e-21
EPB41L4A,-1.283284195436158,8.343944579547186e-22,9.1204991135872e-21
NCRNA00160,-1.5048748556616,8.461410174654481e-22,9.237039440664476e-21
TUBA4A,1.310158815443227,8.603192682552746e-22,9.385802138620965e-21
PTPLA,1.9667996072424483,9.910254985992718e-22,1.0784130505524344e-20
MAP2,1.9531504300695204,1.0492268390362982e-21,1.1388357596423301e-20
TRIP13,1.1414035033973526,1.0593003256441923e-21,1.1490372322115029e-20
DGCR5,2.0480740426534694,1.072181450721457e-21,1.1622692619851312e-20
IGF2BP2,2.5574392993205297,1.1005182523312434e-21,1.1914701740115114e-20
DSCC1,1.0452288598248307,1.1103085703908367e-21,1.1997814056951745e-20
SERPINB5,3.1903382192372636,1.1278187134716279e-21,1.217929783793394e-20
LOC284837,1.3659029142610262,1.1729036019927113e-21,1.2650125612372306e-20
MAMLD1,1.4823076037861833,1.2036132881750695e-21,1.2956722059179162e-20
LOC400927,1.2501842190016097,1.2030065644414415e-21,1.2956722059179162e-20
LYPD6,-2.0277922234004944,1.2900761853164095e-21,1.3826304239105384e-20
DEPDC1B,1.1352894191115812,1.3237846599627754e-21,1.4178649534066707e-20
KIF15,1.1573313027767984,1.3472403032265038e-21,1.4402700793438392e-20
C22orf23,1.0913231019991363,1.3761506646566575e-21,1.4702538155020625e-20
KCNK6,-1.2386573700954422,1.3805669992018789e-21,1.4740473978939184e-20
TRIM47,1.1027656494246099,1.4012792479761481e-21,1.4924193616656537e-20
C2orf77,-1.3335700090334246,1.4010452259059866e-21,1.4924193616656537e-20
MUC16,3.413127053140097,1.4145351252524691e-21,1.505595823940597e-20
FER1L5,-1.089532500687326,1.4324679087381563e-21,1.5227795559182773e-20
PGPEP1,-1.035091964180511,1.4668776541283263e-21,1.5583859294950343e-20
GINS4,1.1989035191076551,1.4866930341173399e-21,1.578452766272961e-20
SLC26A1,-1.2838494206826123,1.4976173747619385e-21,1.5890606786414837e-20
CCL20,2.2542464671458315,1.4997942945802064e-21,1.5903796286862338e-20
BCL2L10,1.3804612112642871,1.6765118240217387e-21,1.7744559579297833e-20
CCND1,-1.7111227406621872,1.703035480262991e-21,1.801409579433462e-20
SERPINA5,-3.0606285456187905,1.721290627711858e-21,1.8173328822029104e-20
MTMR8,1.3308340088763209,1.796069479389668e-21,1.892450914706083e-20
PLIN5,-2.3098919798908124,1.7968838103815244e-21,1.892450914706083e-20
SMOC2,-1.4799480263933074,1.8202679622708806e-21,1.9158939059006858e-20
C1orf173,-2.154412544676172,1.8238734177475376e-21,1.9185030453514865e-20
VLDLR,1.191560893130669,1.8263425533241746e-21,1.9199144248833762e-20
FAM110B,-1.544933541494835,1.8380645511398535e-21,1.9310294634154752e-20
MUM1L1,-2.381577534268096,1.883799056976473e-21,1.976654216901376e-20
ANKRD45,1.8508879384156156,1.8982363577906092e-21,1.9905766732250047e-20
FOXN1,-1.5891829032638156,2.0116976332199854e-21,2.1056675288098558e-20
LOC400043,-1.1041722634617646,2.0331781139013185e-21,2.1268441818021778e-20
CACNG4,-3.186237363025805,2.124208365112887e-21,2.2179808987046268e-20
UBE2S,1.0179257688229058,2.135510240768996e-21,2.228415404429902e-20
TMEM229B,-1.3204394721338515,2.1607606290812226e-21,2.2520044989751053e-20
DPY19L2P4,-1.721312395428302,2.16369512065605e-21,2.2536836639004606e-20
GLS,1.029744542633832,2.2438063192390902e-21,2.3356981428265103e-20
SOX6,2.4986095479360593,2.2483672763606625e-21,2.3390161708260283e-20
ABCA3,-1.1335444405168698,2.2743565622148162e-21,2.3646088067471503e-20
MKRN3,2.588985338360632,2.3351263906112674e-21,2.424829416592066e-20
CRAT,-1.6375902164094107,2.375678244910915e-21,2.4654357410623326e-20
SIGIRR,-1.0141245355641946,2.4541616212180737e-21,2.5453332770611322e-20
SH2B2,1.219107572365579,2.4628433189526976e-21,2.5527828193405017e-20
ENTPD8,-2.2158949255724445,2.4686229955052817e-21,2.557217129772199e-20
CYP4F22,-2.479734256313578,2.5108692667069315e-21,2.599398395867419e-20
ITGB8,1.684191673539921,2.5618136069208062e-21,2.6489183804408822e-20
TMEM84,-2.0000789442677043,2.5737516195991505e-21,2.6580345713628582e-20
LASS4,-1.3759669887278587,2.777168255495497e-21,2.8646381218103154e-20
C1orf130,2.577276308864537,2.790200281630206e-21,2.8763384259178215e-20
LRRC6,-1.3935999842896978,2.845878128867308e-21,2.9319603469213705e-20
RCAN1,1.1985705667491455,2.8837943391818012e-21,2.9692271823619153e-20
FAM184B,-2.1714072935077176,2.9232672902748543e-21,3.0080508733160586e-20
MORN1,-1.2465842818428179,3.0391498485628032e-21,3.1159977074668596e-20
CD82,1.0746406582616554,3.119188697234945e-21,3.19613619217275e-20
FLJ42289,-1.2650523545815173,3.137089197042547e-21,3.2106126941857663e-20
PLAT,-1.5166594202898551,3.157298203998591e-21,3.227418272154622e-20
LIPG,1.909480817721219,3.3137338240578654e-21,3.381239486141728e-20
FANK1,-1.4138584383959794,3.364317743803492e-21,3.4307982740702677e-20
KIAA1244,-1.7943160323632235,3.465884981930677e-21,3.5322574052830296e-20
C3orf52,-1.2987931542358906,3.545882163622075e-21,3.605156611730384e-20
PLA2G4F,-2.363780542790935,3.543773711190774e-21,3.605156611730384e-20
OSBPL3,1.0329554573661657,3.6238383480533614e-21,3.680021888333258e-20
NBEA,-1.8498728879462707,3.716482717819065e-21,3.7696069496401833e-20
CCDC11,-1.1573808177212213,3.837017639504274e-21,3.8895482381403445e-20
POLR3G,1.2544948156003288,3.86675718326322e-21,3.91736316662538e-20
MPP2,-1.6567580692038808,3.883521878608567e-21,3.9296718712242366e-20
EPHB3,1.502837822552138,3.888571667171093e-21,3.932445100470529e-20
LYN,1.2030536860296124,4.0550611678359724e-21,4.093520550577748e-20
SFXN5,-1.0228742861631526,4.127058125427391e-21,4.163732220143867e-20
CLGN,-2.6287975020619774,4.171824453224729e-21,4.206404407247906e-20
TPSAB1,-2.208894646714583,4.216107756219356e-21,4.24853935434412e-20
CLIC6,-2.3082926829268287,4.246255037079937e-21,4.2763881301875414e-20
MYLK4,1.1788898943482202,4.2736708653217065e-21,4.3014547775667056e-20
EDARADD,-1.3824154392993213,4.313176722550298e-21,4.338653253693537e-20
OGFRL1,1.2818147873217836,4.694357178583202e-21,4.7137324735419775e-20
TANC2,-1.1740988099446223,4.822459804432788e-21,4.839510339981755e-20
CECR7,1.7485195357605745,5.0070611186770064e-21,5.0218051149039706e-20
TMEM150C,-1.5462420054200559,5.3303290551868035e-21,5.336596343905424e-20
HSD17B2,2.500457735359962,5.4708598183393514e-21,5.474074189560467e-20
PART1,2.3948348375947526,5.843596586217975e-21,5.833320625046431e-20
CYP4Z1,-3.5621092062369915,6.132117952772572e-21,6.103446448609987e-20
CENPF,1.1169302501865612,6.6063938902238886e-21,6.567827667864147e-20
IGF2BP3,2.3360719256902702,7.165415624106969e-21,7.102853788040843e-20
SEMA3B,-2.1416079219198005,7.182074679946677e-21,7.115225817306102e-20
PGBD5,2.179927233808569,7.356846556278379e-21,7.284133537989581e-20
GALNT5,-1.8016809591139387,7.489204374152356e-21,7.406570876412e-20
IRS1,-1.5680059110011406,7.790000064814048e-21,7.699576384433154e-20
TROAP,1.1117902242645616,7.92911145945889e-21,7.82345122564223e-20
COL11A2,2.7420205687129324,8.475008227425745e-21,8.3475644946825e-20
CTSC,1.1369334118848435,8.735323334556438e-21,8.589062147084073e-20
FBN3,3.2871668669730174,9.136390893035276e-21,8.978230635221625e-20
BACE2,1.164734696202034,9.253533694362695e-21,9.088101431084009e-20
RPS2P32,1.335645516672558,9.400309354449618e-21,9.221616837919182e-20
SOX8,3.204449255724443,9.519687424357956e-21,9.333349270973862e-20
CNTNAP3,2.07488456855583,9.560826211643195e-21,9.368289435229206e-20
SLC23A1,-1.8210462157809992,9.584849117049264e-21,9.386427858731971e-20
SMO,1.3881839401437492,9.66366059603856e-21,9.458168962674521e-20
WWTR1,1.127871788225125,9.846052720808047e-21,9.620096261351752e-20
ZSWIM5,-1.6348891913122054,1.014964825671752e-20,9.899685556237077e-20
FAM49A,1.1262152429205452,1.0302008734832436e-20,1.0042542000812614e-19
C1orf150,-1.2660659479203487,1.0591878365494122e-20,1.0309756843962124e-19
DMD,1.5750310789049902,1.0721407360675547e-20,1.0427502418749547e-19
HSPB8,-1.756077754212325,1.0808304899358523e-20,1.0506017833109341e-19
FOLH1,1.5542115156513878,1.1048126850551338e-20,1.0733006290067843e-19
KIF20A,1.1527021955147063,1.1299806709497936e-20,1.0971249045766808e-19
TYMS,1.1545062762656606,1.1388915551593214e-20,1.1045172656243304e-19
CRABP1,3.7950489140253705,1.2121852836505148e-20,1.1722609528999584e-19
SULT1A1,-1.1616537920741532,1.2652359554724523e-20,1.2201001314663569e-19
DNAI1,-1.6720941439849182,1.2647303581685377e-20,1.2201001314663569e-19
NMU,2.5982810180275724,1.2970850372614991e-20,1.2501051604167136e-19
HDC,-1.6662758336279015,1.3331993766234332e-20,1.2841846936593364e-19
PRTG,-1.68641655080319,1.3399238187439777e-20,1.2892035385994317e-19
GPR12,3.0309692353010487,1.375678638694986e-20,1.3206204744631122e-19
CTTNBP2,-1.7261372884018682,1.510090798256784e-20,1.44557876865166e-19
LOC113230,-1.5623605043006936,1.6800713680573348e-20,1.6010976719651042e-19
TOX3,-3.093356718117904,1.6933048778332194e-20,1.6119050905254178e-19
METRN,-2.0114940183025007,1.7069317869305172e-20,1.6230624417323678e-19
SLC6A4,-2.1644968186638383,1.7230310689750755e-20,1.637456423250309e-19
HMP19,-1.5069756647421548,1.724908649645586e-20,1.6383265088379439e-19
TMEM38A,1.3651439260044773,1.7827421587000377e-20,1.6923132086210503e-19
CCL18,2.3653845017870463,1.7996783295928873e-20,1.7074385489118034e-19
DHDPSL,-1.5259563175052038,1.8630973849358306e-20,1.7656398700866553e-19
GCM1,-1.2025495188720001,1.9255017482202324e-20,1.8197166910205638e-19
PRICKLE2,-1.2413977180786322,2.0056398433324205e-20,1.8923017469224999e-19
SLC22A4,-1.1367749499234128,2.0106925218701996e-20,1.896018474388123e-19
CHRM1,2.4293646753858837,2.1027336985753748e-20,1.9795221054029095e-19
NCRNA00162,1.9193393346687087,2.1381860808585216e-20,2.010674155550559e-19
TMEM205,-1.0139126467931376,2.1458788409689066e-20,2.0167945177538896e-19
SREBF1,-1.094006527630496,2.1891796388000075e-20,2.0563557224911266e-19
MAN1C1,-1.2224880366050028,2.1969597687833427e-20,2.0625261776394888e-19
TFCP2L1,2.081098896351282,2.222932284345738e-20,2.0857596034384528e-19
XK,1.6993385845017883,2.2317142538534582e-20,2.092846571757951e-19
RANBP3L,-2.182323581163348,2.249903655543349e-20,2.1087429418768976e-19
GPRC5C,-1.8737469580927693,2.254956517344244e-20,2.1123162535958458e-19
TMPRSS13,1.2016584815993063,2.3218333763075233e-20,2.1725726592591825e-19
RHOH,-1.6094320922194747,2.3368902909105532e-20,2.1854608266999846e-19
LCN2,3.00407153293272,2.363814867347632e-20,2.208215424625901e-19
SIGLECP3,-1.2276309453674252,2.4032475871014507e-20,2.2413639873131276e-19
TTLL9,-1.1012904010054592,2.495896100000194e-20,2.3226836384154814e-19
KAL1,-1.5537950512548626,2.4983401023671055e-20,2.3236882546866087e-19
NTN4,-1.7685088881033746,2.5187331299532758e-20,2.3413769215668277e-19
LYPD6B,-2.1378286752287803,2.6386747236190224e-20,2.4448656443542954e-19
C11orf35,-1.265911272141707,2.6437343222979602e-20,2.4482216154831027e-19
LPPR3,-2.8855251836141553,2.6916976562725643e-20,2.4899299883933604e-19
C7orf61,1.4610920427320215,2.7032118558923906e-20,2.49922355623493e-19
IL1R2,1.900078626134087,2.773751759730962e-20,2.561659027560645e-19
SFXN2,-1.0831604296767603,2.8004053154131035e-20,2.5848727653921494e-19
HSD17B4,-1.007517501276464,2.863968148445431e-20,2.6406809728221814e-19
GNA14,-1.523974777110089,2.8746941328091626e-20,2.64913642217208e-19
EPHB1,1.996004108243981,2.979123394182341e-20,2.7424038596175815e-19
KRT23,2.629478178390479,2.985825537701404e-20,2.747088541710152e-19
PLCB4,1.2956583480617399,3.060865155346094e-20,2.8130886991658923e-19
GJA1,-1.308771587918777,3.10046505658623e-20,2.8479460579106525e-19
DPF3,1.6212354110207765,3.363101008373749e-20,3.085862617058456e-19
ANKS1B,-1.3637028671301206,3.377645855638226e-20,3.097539521891168e-19
H2BFXP,1.4575863830957154,3.44809652974883e-20,3.1587457720076693e-19
C21orf15,-1.7679237696869723,3.480667334596259e-20,3.186869070331951e-19
BCL2L14,2.1440955736224026,3.558186388827241e-20,3.256094261242768e-19
FRMPD2,-1.2682141314166766,3.899585153645417e-20,3.5627647621556574e-19
CABP4,-1.3409171595773928,3.947557068875975e-20,3.6007979048183104e-19
OMD,-1.8595203252032526,4.059432498516917e-20,3.6969056390236953e-19
AQP11,-1.0231315855622336,4.082174803366401e-20,3.715629978692133e-19
OTX1,1.8232996897215354,4.105841606204178e-20,3.733181129399741e-19
SLC35F2,1.1692214052865193,4.128333555675565e-20,3.749627757501593e-19
KIF4A,1.0791631082832573,4.166563906151294e-20,3.781382180209893e-19
EPHA3,-1.4538877106162378,4.200536930704618e-20,3.80911309530882e-19
C2orf55,-1.2819110404147533,4.2912405912667215e-20,3.887224854748525e-19
SLC5A6,1.1587503554455818,4.333138690919168e-20,3.9230915420708896e-19
AGAP11,-1.2954301441420215,4.3485236760846695e-20,3.934928703704672e-19
C1QTNF3,-1.6317505361140565,4.411794696149043e-20,3.990061799013181e-19
SCUBE1,-2.0991193472369503,4.5965682844782015e-20,4.152761691494099e-19
RUNX3,1.4135555005694975,4.608359173234275e-20,4.161206612946962e-19
ADRA2A,-1.7088179725855257,4.626539576704465e-20,4.1754090615409134e-19
CBFA2T3,-1.5381828168571516,4.757987389920289e-20,4.2894931313045277e-19
SLCO5A1,2.016169502376183,4.8877954457471635e-20,4.404188171485407e-19
ITGB5,-1.0723523467263654,5.0238621628802915e-20,4.522007010245843e-19
DEFB1,2.727828357095165,5.0340001415666716e-20,4.528738637658765e-19
CCDC19,-1.4270231805506466,5.0645460329190866e-20,4.551409970480846e-19
TMEM158,1.9415494913789715,5.2022903976622765e-20,4.667808507491495e-19
RHBDL1,-1.551943277954519,5.859048694781882e-20,5.240525171855853e-19
MET,1.6822998114763763,6.189253608765783e-20,5.530062379710455e-19
PCDH8,2.3377774910647657,6.205423758705388e-20,5.541602863699673e-19
FAM72D,1.3397282589057768,6.354373715985191e-20,5.671644883816971e-19
DGKG,1.1708231923333723,6.496849400867301e-20,5.795775028641704e-19
MUC15,2.701623954283023,6.579461149107283e-20,5.865089662951793e-19
CYP7B1,1.2948679784768862,6.903990659814531e-20,6.142892420932156e-19
LOC389333,-1.0254939672440209,6.935348246253872e-20,6.164351807604564e-19
AQP5,3.6594970661010966,6.953357971883188e-20,6.177135433550896e-19
C9orf47,-1.1588233887121486,7.14301170146156e-20,6.335702566452623e-19
LOC285629,1.8496864537920743,7.578126483010057e-20,6.707666008610253e-19
CCDC78,-1.6791009308353946,7.634143089700377e-20,6.753738016498568e-19
LIMD2,1.0444428655590903,8.171511148141803e-20,7.217885625148076e-19
MMEL1,-1.7081941282746165,9.626956911845936e-20,8.477098045953273e-19
PLA2G4A,1.9173284160087984,9.664872992078311e-20,8.501693546234175e-19
SORCS1,-2.580018212167629,1.0173152323211479e-19,8.930349694035643e-19
TNFRSF13C,1.318671831428459,1.0573536006236221e-19,9.27226149259541e-19
CPE,-1.2534977809198384,1.123512761774503e-19,9.827130114545344e-19
OVGP1,-1.1252713444090965,1.1633551847056638e-19,1.015476104333032e-18
RAB31,-1.0588827029574652,1.1649097721792273e-19,1.0163121629207091e-18
IFFO2,1.0301858057421143,1.179380714336375e-19,1.027884010498898e-18
OLFM2,1.4444436235811606,1.187166449464457e-19,1.0336116888742179e-18
KRT17,2.9278722281135874,1.2219399191041166e-19,1.062800654869413e-18
CYB5R2,1.456175366246418,1.2665299046497733e-19,1.099337628755639e-18
TPSB2,-2.1634950983857655,1.2771610268779053e-19,1.1074364708620534e-18
PIP,-4.12424772004242,1.2883299571963123e-19,1.1165526295701373e-18
LOC100130872,-1.313837539766701,1.3507082004344993e-19,1.1676426727613971e-18
SRCIN1,-1.6596222693531262,1.3878599869167985e-19,1.197934900009786e-18
GYLTL1B,1.6026517340245876,1.4103867390807978e-19,1.2161461350149867e-18
RGS20,1.778755469148895,1.456253498849119e-19,1.2525251053232573e-18
C11orf90,1.5115915007266016,1.522541485667016e-19,1.3075583207720264e-18
NRG2,1.9939194061505838,1.5561711616328249e-19,1.3357658710991436e-18
CYP4F8,-2.3772828286398804,1.5744460690863417e-19,1.3494120058651433e-18
TGM1,1.8663204744511215,1.5805920085108914e-19,1.3539980837495211e-18
SLC24A2,-1.6228775735438514,1.6227887640395662e-19,1.3887483744519503e-18
SIGLEC15,-1.6438129099406935,1.634546997781751e-19,1.3981082557620903e-18
C1orf21,-1.2449401358941135,1.6787663916570977e-19,1.4337708951815633e-18
NAV3,-1.582208318604926,1.6906791555923242e-19,1.443221354372796e-18
SOSTDC1,2.856300726601469,1.8054726908047133e-19,1.5404408779761657e-18
FSTL4,-2.1609345508817417,1.911084122221892e-19,1.6240400499719971e-18
UNC13D,1.3578493931895848,1.942004034536199e-19,1.6494927036484524e-18
S100A9,2.8061337064530054,2.0599979197941784e-19,1.7462301928369766e-18
CTRL,1.0190165822237942,2.0670220540306176e-19,1.7504418488384593e-18
CENPE,1.0480727583362786,2.0750674019769047e-19,1.7555090837390306e-18
WNT10A,1.7891424806566896,2.127943459123878e-19,1.799348416528284e-18
RASD2,1.7859306861474389,2.207701154960585e-19,1.8625432815242607e-18
SOX10,4.296229833863559,2.2904076902052514e-19,1.928525275164078e-18
FANCB,1.002306507992616,2.305294138308606e-19,1.938723909896077e-18
FIGN,1.7896167393268136,2.421508259916753e-19,2.0334460387762477e-18
PALM2,1.551318809159107,2.473451704759134e-19,2.0750188439432537e-18
